0,-1.3553e-20+3.9535e-07i
1.67e-07,2.7105e-20+4.0132e-07i
3.34e-07,-2.7105e-20+4.0731e-07i
5.01e-07,0+4.133e-07i
6.68e-07,-1.3553e-20+4.1931e-07i
8.35e-07,-2.7105e-20+4.2532e-07i
1.002e-06,-6.7763e-21+4.3135e-07i
1.169e-06,-1.3553e-20+4.3738e-07i
1.336e-06,0+4.4343e-07i
1.503e-06,0+4.4948e-07i
1.67e-06,3.3881e-21+4.5555e-07i
1.837e-06,-1.3553e-20+4.6163e-07i
2.004e-06,-6.7763e-21+4.6772e-07i
2.171e-06,-2.0329e-20+4.7382e-07i
2.338e-06,2.0329e-20+4.7993e-07i
2.505e-06,0+4.8606e-07i
2.672e-06,-4.0658e-20+4.9219e-07i
2.839e-06,-1.3553e-20+4.9834e-07i
3.006e-06,0+5.045e-07i
3.173e-06,0+5.1068e-07i
3.34e-06,2.7105e-20+5.1686e-07i
3.507e-06,1.1858e-20+5.2306e-07i
3.674e-06,0+5.2927e-07i
3.841e-06,0+5.3549e-07i
4.008e-06,1.6941e-20+5.4173e-07i
4.175e-06,-1.6941e-20+5.4798e-07i
4.342e-06,1.0164e-20+5.5424e-07i
4.509e-06,-3.3881e-21+5.6052e-07i
4.676e-06,3.3881e-21+5.6681e-07i
4.843e-06,1.0164e-20+5.7312e-07i
5.01e-06,-6.7763e-21+5.7944e-07i
5.177e-06,1.3553e-20+5.8577e-07i
5.344e-06,2.0329e-20+5.9212e-07i
5.511e-06,1.6941e-20+5.9849e-07i
5.678e-06,-3.3881e-20+6.0487e-07i
5.845e-06,3.3881e-21+6.1126e-07i
6.012e-06,2.0329e-20+6.1767e-07i
6.179e-06,3.3881e-20+6.241e-07i
6.346e-06,-1.0164e-20+6.3054e-07i
6.513e-06,2.0329e-20+6.3699e-07i
6.68e-06,6.7763e-21+6.4347e-07i
6.847e-06,1.0164e-20+6.4995e-07i
7.014e-06,-3.2187e-20+6.5646e-07i
7.181e-06,8.4703e-22+6.6298e-07i
7.348e-06,0+6.6952e-07i
7.515e-06,1.0164e-20+6.7608e-07i
7.682e-06,1.6941e-20+6.8265e-07i
7.849e-06,3.3881e-21+6.8924e-07i
8.016e-06,-1.3553e-20+6.9585e-07i
8.183e-06,2.0329e-20+7.0247e-07i
8.35e-06,0+7.0912e-07i
8.517e-06,-2.0329e-20+7.1578e-07i
8.684e-06,0+7.2246e-07i
8.851e-06,-4.0658e-20+7.2916e-07i
9.018e-06,2.0329e-20+7.3588e-07i
9.185e-06,-1.3553e-20+7.4261e-07i
9.352e-06,6.7763e-21+7.4937e-07i
9.519e-06,-2.0329e-20+7.5614e-07i
9.686e-06,-2.2023e-20+7.6294e-07i
9.853e-06,-5.0822e-21+7.6975e-07i
1.002e-05,1.0164e-20+7.7659e-07i
1.0187e-05,6.7763e-21+7.8344e-07i
1.0354e-05,-3.3881e-21+7.9031e-07i
1.0521e-05,1.3553e-20+7.9721e-07i
1.0688e-05,-1.5247e-20+8.0412e-07i
1.0855e-05,-2.3717e-20+8.1106e-07i
1.1022e-05,-1.6941e-20+8.1802e-07i
1.1189e-05,-6.7763e-21+8.2499e-07i
1.1356e-05,-2.0329e-20+8.3199e-07i
1.1523e-05,-2.0329e-20+8.3901e-07i
1.169e-05,-6.7763e-21+8.4606e-07i
1.1857e-05,-6.7763e-21+8.5312e-07i
1.2024e-05,0+8.6021e-07i
1.2191e-05,0+8.6732e-07i
1.2358e-05,-3.7269e-20+8.7445e-07i
1.2525e-05,-2.3717e-20+8.816e-07i
1.2692e-05,-1.3553e-20+8.8878e-07i
1.2859e-05,3.3881e-21+8.9598e-07i
1.3026e-05,4.8281e-20+9.032e-07i
1.3193e-05,8.4703e-22+9.1045e-07i
1.336e-05,2.1176e-20+9.1772e-07i
1.3527e-05,3.3881e-20+9.2501e-07i
1.3694e-05,1.6941e-20+9.3233e-07i
1.3861e-05,2.0329e-20+9.3967e-07i
1.4028e-05,-4.0658e-20+9.4703e-07i
1.4195e-05,-1.423e-19+9.5442e-07i
1.4362e-05,-2.3039e-19+9.6183e-07i
1.4529e-05,-3.5237e-19+9.6927e-07i
1.4696e-05,-3.3204e-19+9.7673e-07i
1.4863e-05,-1.7618e-19+9.8422e-07i
1.503e-05,1.152e-19+9.9173e-07i
1.5197e-05,6.6746e-19+9.9927e-07i
1.5364e-05,1.4281e-18+1.0068e-06i
1.5531e-05,2.3082e-18+1.0144e-06i
1.5698e-05,3.012e-18+1.022e-06i
1.5865e-05,3.1916e-18+1.0297e-06i
1.6032e-05,2.3243e-18+1.0373e-06i
1.6199e-05,-8.1315e-20+1.045e-06i
1.6366e-05,-4.5096e-18+1.0527e-06i
1.6533e-05,-1.0881e-17+1.0605e-06i
1.67e-05,-1.8702e-17+1.0682e-06i
1.6867e-05,-2.6305e-17+1.076e-06i
1.7034e-05,-3.1137e-17+1.0838e-06i
1.7201e-05,-2.9328e-17+1.0917e-06i
1.7368e-05,-1.6439e-17+1.0996e-06i
1.7535e-05,1.1958e-17+1.1074e-06i
1.7702e-05,5.886e-17+1.1154e-06i
1.7869e-05,1.2344e-16+1.1233e-06i
1.8036e-05,1.9936e-16+1.1313e-06i
1.8203e-05,2.7228e-16+1.1393e-06i
1.837e-05,3.1832e-16+1.1473e-06i
1.8537e-05,3.0426e-16+1.1553e-06i
1.8704e-05,1.9045e-16+1.1634e-06i
1.8871e-05,-6.3033e-17+1.1715e-06i
1.9038e-05,-4.8597e-16+1.1796e-06i
1.9205e-05,-1.0832e-15+1.1877e-06i
1.9372e-05,-1.817e-15+1.1959e-06i
1.9539e-05,-2.5888e-15+1.2041e-06i
1.9706e-05,-3.2238e-15+1.2123e-06i
1.9873e-05,-3.465e-15+1.2205e-06i
2.004e-05,-2.9816e-15+1.2288e-06i
2.0207e-05,-1.401e-15+1.2371e-06i
2.0374e-05,1.6311e-15+1.2454e-06i
2.0541e-05,6.3591e-15+1.2537e-06i
2.0708e-05,1.2794e-14+1.262e-06i
2.0875e-05,2.0571e-14+1.2704e-06i
2.1042e-05,2.8795e-14+1.2788e-06i
2.1209e-05,3.5916e-14+1.2872e-06i
2.1376e-05,3.9663e-14+1.2956e-06i
2.1543e-05,3.7075e-14+1.304e-06i
2.171e-05,2.4698e-14+1.3125e-06i
2.1877e-05,-1.025e-15+1.3209e-06i
2.2044e-05,-4.313e-14+1.3294e-06i
2.2211e-05,-1.0326e-13+1.3379e-06i
2.2378e-05,-1.8059e-13+1.3464e-06i
2.2545e-05,-2.7057e-13+1.3549e-06i
2.2712e-05,-3.6372e-13+1.3634e-06i
2.2879e-05,-4.446e-13+1.3719e-06i
2.3046e-05,-4.9118e-13+1.3804e-06i
2.3213e-05,-4.7503e-13+1.3889e-06i
2.338e-05,-3.6261e-13+1.3975e-06i
2.3547e-05,-1.1794e-13+1.406e-06i
2.3714e-05,2.9298e-13+1.4145e-06i
2.3881e-05,8.96e-13+1.423e-06i
2.4048e-05,1.7007e-12+1.4315e-06i
2.4215e-05,2.691e-12+1.44e-06i
2.4382e-05,3.8145e-12+1.4485e-06i
2.4549e-05,4.9722e-12+1.457e-06i
2.4716e-05,6.0096e-12+1.4654e-06i
2.4883e-05,6.7107e-12+1.4738e-06i
2.505e-05,6.7969e-12+1.4822e-06i
2.5217e-05,5.9341e-12+1.4906e-06i
2.5384e-05,3.7479e-12+1.4989e-06i
2.5551e-05,-1.4838e-13+1.5072e-06i
2.5718e-05,-6.1138e-12+1.5154e-06i
2.5885e-05,-1.4425e-11+1.5236e-06i
2.6052e-05,-2.5211e-11+1.5317e-06i
2.6219e-05,-3.837e-11+1.5398e-06i
2.6386e-05,-5.3485e-11+1.5478e-06i
2.6553e-05,-6.9734e-11+1.5557e-06i
2.672e-05,-8.5803e-11+1.5635e-06i
2.6887e-05,-9.9812e-11+1.5712e-06i
2.7054e-05,-1.0927e-10+1.5788e-06i
2.7221e-05,-1.1106e-10+1.5863e-06i
2.7388e-05,-1.0147e-10+1.5936e-06i
2.7555e-05,-7.6306e-11+1.6008e-06i
2.7722e-05,-3.1066e-11+1.6079e-06i
2.7889e-05,3.8822e-11+1.6148e-06i
2.8056e-05,1.3763e-10+1.6215e-06i
2.8223e-05,2.6891e-10+1.6281e-06i
2.839e-05,4.3491e-10+1.6345e-06i
