0,4.3013e-05-0.00015473i
1.67e-07,0.00014671+0.00012138i
3.34e-07,-0.00018071+1.2272e-05i
5.01e-07,6.8974e-05-0.00014444i
6.68e-07,2.5501e-05+6.8514e-05i
8.35e-07,-0.00010462-4.7693e-05i
1.002e-06,-3.4687e-05-0.00014588i
1.169e-06,2.741e-05-0.00020627i
1.336e-06,0.00028627-0.00019365i
1.503e-06,0.00022155+0.00021289i
1.67e-06,-0.00010799-2.5089e-05i
1.837e-06,0.00024279-7.3984e-05i
2.004e-06,5.8032e-05+0.00018565i
2.171e-06,-5.0444e-06-5.7181e-06i
2.338e-06,5.7179e-05+4.9659e-05i
2.505e-06,-1.6397e-05+3.3739e-05i
2.672e-06,-9.9315e-06-5.7592e-05i
2.839e-06,0.00011918-6.4388e-05i
3.006e-06,0.00011272+4.2998e-05i
3.173e-06,0.00011338+4.5998e-05i
3.34e-06,5.372e-05+0.00015941i
3.507e-06,-9.6599e-05+3.4439e-05i
3.674e-06,5.7379e-05-8.531e-05i
3.841e-06,0.00013042+5.2158e-05i
4.008e-06,3.9112e-05+7.5797e-05i
4.175e-06,8.2775e-05+4.2523e-05i
4.342e-06,5.8151e-05+0.00014454i
4.509e-06,-2.4275e-05+8.089e-05i
4.676e-06,2.351e-05+0.00010091i
4.843e-06,-6.2983e-05+6.1759e-05i
5.01e-06,7.1072e-05+5.9447e-05i
5.177e-06,-9.1766e-05+0.00018633i
5.344e-06,-8.551e-05-1.4452e-05i
5.511e-06,-6.476e-05+0.00013469i
5.678e-06,-0.00023554-9.6594e-05i
5.845e-06,0.00011507-0.00015837i
6.012e-06,2.6015e-05+0.00012026i
6.179e-06,-6.0394e-05-6.8198e-05i
6.346e-06,0.00010962+5.8953e-05i
6.513e-06,-0.00013692+8.4543e-05i
6.68e-06,-8.1794e-06-9.3299e-05i
6.847e-06,-1.9316e-05+2.9241e-05i
7.014e-06,2.5537e-05-7.2472e-05i
7.181e-06,2.5029e-05+8.9647e-05i
7.348e-06,-6.919e-05-2.7928e-05i
7.515e-06,-2.4041e-06-7.11e-06i
7.682e-06,-1.319e-05-6.5274e-05i
